face_id,face_gender,face_age,rater_id,rater_gender,rater_age,trait,rating
igor,male,23,R0601,male,38.8,sexdim,6
ivan,male,27,R0601,male,38.8,sexdim,5
ivan2,male,27,R0601,male,38.8,sexdim,6
jan,male,23,R0601,male,38.8,sexdim,5
josef,male,20,R0601,male,38.8,sexdim,2
justin,male,19,R0601,male,38.8,sexdim,2
kamil,male,22,R0601,male,38.8,sexdim,4
kazimir,male,23,R0601,male,38.8,sexdim,3
kristian,male,32,R0601,male,38.8,sexdim,6
lumir,male,20,R0601,male,38.8,sexdim,5
mike,male,24,R0601,male,38.8,sexdim,5
mikulas,male,27,R0601,male,38.8,sexdim,3
milos,male,23,R0601,male,38.8,sexdim,3
miroslav,male,22,R0601,male,38.8,sexdim,2
miroslav1,male,27,R0601,male,38.8,sexdim,4
mojmir,male,20,R0601,male,38.8,sexdim,3
oldrich,male,31,R0601,male,38.8,sexdim,5
oleg,male,30,R0601,male,38.8,sexdim,5
patrik,male,26,R0601,male,38.8,sexdim,5
petrb,male,27,R0601,male,38.8,sexdim,5
pravoslav,male,26,R0601,male,38.8,sexdim,3
rehor,male,20,R0601,male,38.8,sexdim,4
robin,male,18,R0601,male,38.8,sexdim,3
rudolf,male,22,R0601,male,38.8,sexdim,4
slavomir,male,28,R0601,male,38.8,sexdim,6
stefan,male,22,R0601,male,38.8,sexdim,5
svatopluk,male,21,R0601,male,38.8,sexdim,5
tomas,male,22,R0601,male,38.8,sexdim,3
tomasi,male,19,R0601,male,38.8,sexdim,4
vincent,male,18,R0601,male,38.8,sexdim,3
vladislav,male,20,R0601,male,38.8,sexdim,2
vlastimil,male,23,R0601,male,38.8,sexdim,2
alex,male,20,R0602,male,31.7,sexdim,5
alexander,male,20,R0602,male,31.7,sexdim,2
alfred,male,30,R0602,male,31.7,sexdim,6
ambroz,male,29,R0602,male,31.7,sexdim,4
arnold,male,26,R0602,male,31.7,sexdim,4
arpad,male,26,R0602,male,31.7,sexdim,5
bedrich,male,19,R0602,male,31.7,sexdim,5
blazej,male,22,R0602,male,31.7,sexdim,6
bretislav,male,30,R0602,male,31.7,sexdim,5
cestmir,male,27,R0602,male,31.7,sexdim,6
ctirad,male,25,R0602,male,31.7,sexdim,6
dalimil,male,26,R0602,male,31.7,sexdim,5
david,male,23,R0602,male,31.7,sexdim,4
frederik,male,32,R0602,male,31.7,sexdim,5
gabriel,male,24,R0602,male,31.7,sexdim,4
herbert,male,23,R0602,male,31.7,sexdim,4
herman,male,33,R0602,male,31.7,sexdim,4
hynek,male,25,R0602,male,31.7,sexdim,4
igor,male,23,R0602,male,31.7,sexdim,4
ivan,male,27,R0602,male,31.7,sexdim,4
ivan2,male,27,R0602,male,31.7,sexdim,5
jan,male,23,R0602,male,31.7,sexdim,5
josef,male,20,R0602,male,31.7,sexdim,4
justin,male,19,R0602,male,31.7,sexdim,2
kamil,male,22,R0602,male,31.7,sexdim,3
kazimir,male,23,R0602,male,31.7,sexdim,4
kristian,male,32,R0602,male,31.7,sexdim,4
lumir,male,20,R0602,male,31.7,sexdim,4
mike,male,24,R0602,male,31.7,sexdim,4
mikulas,male,27,R0602,male,31.7,sexdim,5
milos,male,23,R0602,male,31.7,sexdim,4
miroslav,male,22,R0602,male,31.7,sexdim,3
miroslav1,male,27,R0602,male,31.7,sexdim,3
mojmir,male,20,R0602,male,31.7,sexdim,3
oldrich,male,31,R0602,male,31.7,sexdim,4
oleg,male,30,R0602,male,31.7,sexdim,6
patrik,male,26,R0602,male,31.7,sexdim,5
petrb,male,27,R0602,male,31.7,sexdim,6
pravoslav,male,26,R0602,male,31.7,sexdim,3
rehor,male,20,R0602,male,31.7,sexdim,4
robin,male,18,R0602,male,31.7,sexdim,3
rudolf,male,22,R0602,male,31.7,sexdim,5
slavomir,male,28,R0602,male,31.7,sexdim,7
stefan,male,22,R0602,male,31.7,sexdim,3
svatopluk,male,21,R0602,male,31.7,sexdim,4
tomas,male,22,R0602,male,31.7,sexdim,2
tomasi,male,19,R0602,male,31.7,sexdim,4
vincent,male,18,R0602,male,31.7,sexdim,4
vladislav,male,20,R0602,male,31.7,sexdim,4
vlastimil,male,23,R0602,male,31.7,sexdim,3
alex,male,20,R0603,male,21,sexdim,4
alexander,male,20,R0603,male,21,sexdim,4
alfred,male,30,R0603,male,21,sexdim,4
ambroz,male,29,R0603,male,21,sexdim,5
arnold,male,26,R0603,male,21,sexdim,3
arpad,male,26,R0603,male,21,sexdim,4
bedrich,male,19,R0603,male,21,sexdim,3
blazej,male,22,R0603,male,21,sexdim,5
bretislav,male,30,R0603,male,21,sexdim,4
cestmir,male,27,R0603,male,21,sexdim,4
ctirad,male,25,R0603,male,21,sexdim,4
dalimil,male,26,R0603,male,21,sexdim,5
david,male,23,R0603,male,21,sexdim,5
frederik,male,32,R0603,male,21,sexdim,5
gabriel,male,24,R0603,male,21,sexdim,4
herbert,male,23,R0603,male,21,sexdim,3
herman,male,33,R0603,male,21,sexdim,5
hynek,male,25,R0603,male,21,sexdim,4
igor,male,23,R0603,male,21,sexdim,5
ivan,male,27,R0603,male,21,sexdim,5
ivan2,male,27,R0603,male,21,sexdim,5
jan,male,23,R0603,male,21,sexdim,5
josef,male,20,R0603,male,21,sexdim,4
justin,male,19,R0603,male,21,sexdim,3
kamil,male,22,R0603,male,21,sexdim,4
kazimir,male,23,R0603,male,21,sexdim,3
kristian,male,32,R0603,male,21,sexdim,5
lumir,male,20,R0603,male,21,sexdim,5
mike,male,24,R0603,male,21,sexdim,5
mikulas,male,27,R0603,male,21,sexdim,4
milos,male,23,R0603,male,21,sexdim,3
miroslav,male,22,R0603,male,21,sexdim,3
miroslav1,male,27,R0603,male,21,sexdim,5
mojmir,male,20,R0603,male,21,sexdim,4
oldrich,male,31,R0603,male,21,sexdim,4
oleg,male,30,R0603,male,21,sexdim,5
patrik,male,26,R0603,male,21,sexdim,3
petrb,male,27,R0603,male,21,sexdim,4
pravoslav,male,26,R0603,male,21,sexdim,4
rehor,male,20,R0603,male,21,sexdim,4
robin,male,18,R0603,male,21,sexdim,4
rudolf,male,22,R0603,male,21,sexdim,5
slavomir,male,28,R0603,male,21,sexdim,5
stefan,male,22,R0603,male,21,sexdim,4
svatopluk,male,21,R0603,male,21,sexdim,3
tomas,male,22,R0603,male,21,sexdim,3
tomasi,male,19,R0603,male,21,sexdim,3
vincent,male,18,R0603,male,21,sexdim,5
vladislav,male,20,R0603,male,21,sexdim,4
vlastimil,male,23,R0603,male,21,sexdim,4
alex,male,20,R0604,male,24.4,sexdim,6
alexander,male,20,R0604,male,24.4,sexdim,2
alfred,male,30,R0604,male,24.4,sexdim,4
ambroz,male,29,R0604,male,24.4,sexdim,4
arnold,male,26,R0604,male,24.4,sexdim,2
arpad,male,26,R0604,male,24.4,sexdim,3
bedrich,male,19,R0604,male,24.4,sexdim,4
blazej,male,22,R0604,male,24.4,sexdim,7
bretislav,male,30,R0604,male,24.4,sexdim,1
cestmir,male,27,R0604,male,24.4,sexdim,6
ctirad,male,25,R0604,male,24.4,sexdim,5
dalimil,male,26,R0604,male,24.4,sexdim,2
david,male,23,R0604,male,24.4,sexdim,6
frederik,male,32,R0604,male,24.4,sexdim,3
gabriel,male,24,R0604,male,24.4,sexdim,3
herbert,male,23,R0604,male,24.4,sexdim,3
herman,male,33,R0604,male,24.4,sexdim,4
hynek,male,25,R0604,male,24.4,sexdim,1
igor,male,23,R0604,male,24.4,sexdim,6
ivan,male,27,R0604,male,24.4,sexdim,5
ivan2,male,27,R0604,male,24.4,sexdim,4
jan,male,23,R0604,male,24.4,sexdim,4
josef,male,20,R0604,male,24.4,sexdim,3
justin,male,19,R0604,male,24.4,sexdim,1
kamil,male,22,R0604,male,24.4,sexdim,2
kazimir,male,23,R0604,male,24.4,sexdim,1
kristian,male,32,R0604,male,24.4,sexdim,4
lumir,male,20,R0604,male,24.4,sexdim,6
mike,male,24,R0604,male,24.4,sexdim,4
mikulas,male,27,R0604,male,24.4,sexdim,3
milos,male,23,R0604,male,24.4,sexdim,3
miroslav,male,22,R0604,male,24.4,sexdim,3
miroslav1,male,27,R0604,male,24.4,sexdim,3
mojmir,male,20,R0604,male,24.4,sexdim,3
oldrich,male,31,R0604,male,24.4,sexdim,3
oleg,male,30,R0604,male,24.4,sexdim,5
patrik,male,26,R0604,male,24.4,sexdim,5
petrb,male,27,R0604,male,24.4,sexdim,6
pravoslav,male,26,R0604,male,24.4,sexdim,4
rehor,male,20,R0604,male,24.4,sexdim,5
robin,male,18,R0604,male,24.4,sexdim,3
rudolf,male,22,R0604,male,24.4,sexdim,5
slavomir,male,28,R0604,male,24.4,sexdim,4
stefan,male,22,R0604,male,24.4,sexdim,5
svatopluk,male,21,R0604,male,24.4,sexdim,3
tomas,male,22,R0604,male,24.4,sexdim,3
tomasi,male,19,R0604,male,24.4,sexdim,3
vincent,male,18,R0604,male,24.4,sexdim,5
vladislav,male,20,R0604,male,24.4,sexdim,2
vlastimil,male,23,R0604,male,24.4,sexdim,4
alex,male,20,R0605,male,22.6,sexdim,4
alexander,male,20,R0605,male,22.6,sexdim,4
alfred,male,30,R0605,male,22.6,sexdim,4
ambroz,male,29,R0605,male,22.6,sexdim,4
arnold,male,26,R0605,male,22.6,sexdim,4
arpad,male,26,R0605,male,22.6,sexdim,4
bedrich,male,19,R0605,male,22.6,sexdim,3
blazej,male,22,R0605,male,22.6,sexdim,5
bretislav,male,30,R0605,male,22.6,sexdim,4
cestmir,male,27,R0605,male,22.6,sexdim,4
ctirad,male,25,R0605,male,22.6,sexdim,5
dalimil,male,26,R0605,male,22.6,sexdim,4
david,male,23,R0605,male,22.6,sexdim,4
frederik,male,32,R0605,male,22.6,sexdim,4
gabriel,male,24,R0605,male,22.6,sexdim,4
herbert,male,23,R0605,male,22.6,sexdim,3
herman,male,33,R0605,male,22.6,sexdim,4
hynek,male,25,R0605,male,22.6,sexdim,3
igor,male,23,R0605,male,22.6,sexdim,4
ivan,male,27,R0605,male,22.6,sexdim,4
ivan2,male,27,R0605,male,22.6,sexdim,4
jan,male,23,R0605,male,22.6,sexdim,4
josef,male,20,R0605,male,22.6,sexdim,4
justin,male,19,R0605,male,22.6,sexdim,3
kamil,male,22,R0605,male,22.6,sexdim,4
kazimir,male,23,R0605,male,22.6,sexdim,3
kristian,male,32,R0605,male,22.6,sexdim,4
lumir,male,20,R0605,male,22.6,sexdim,5
mike,male,24,R0605,male,22.6,sexdim,4
mikulas,male,27,R0605,male,22.6,sexdim,4
milos,male,23,R0605,male,22.6,sexdim,3
miroslav,male,22,R0605,male,22.6,sexdim,3
miroslav1,male,27,R0605,male,22.6,sexdim,4
mojmir,male,20,R0605,male,22.6,sexdim,4
oldrich,male,31,R0605,male,22.6,sexdim,5
oleg,male,30,R0605,male,22.6,sexdim,4
patrik,male,26,R0605,male,22.6,sexdim,4
petrb,male,27,R0605,male,22.6,sexdim,4
pravoslav,male,26,R0605,male,22.6,sexdim,3
rehor,male,20,R0605,male,22.6,sexdim,4
robin,male,18,R0605,male,22.6,sexdim,3
rudolf,male,22,R0605,male,22.6,sexdim,4
slavomir,male,28,R0605,male,22.6,sexdim,4
stefan,male,22,R0605,male,22.6,sexdim,4
svatopluk,male,21,R0605,male,22.6,sexdim,4
tomas,male,22,R0605,male,22.6,sexdim,3
tomasi,male,19,R0605,male,22.6,sexdim,3
vincent,male,18,R0605,male,22.6,sexdim,2
vladislav,male,20,R0605,male,22.6,sexdim,3
vlastimil,male,23,R0605,male,22.6,sexdim,4
alex,male,20,R0606,male,24.6,sexdim,4
alexander,male,20,R0606,male,24.6,sexdim,4
alfred,male,30,R0606,male,24.6,sexdim,6
ambroz,male,29,R0606,male,24.6,sexdim,6
arnold,male,26,R0606,male,24.6,sexdim,5
arpad,male,26,R0606,male,24.6,sexdim,4
bedrich,male,19,R0606,male,24.6,sexdim,4
blazej,male,22,R0606,male,24.6,sexdim,5
bretislav,male,30,R0606,male,24.6,sexdim,4
cestmir,male,27,R0606,male,24.6,sexdim,5
ctirad,male,25,R0606,male,24.6,sexdim,5
dalimil,male,26,R0606,male,24.6,sexdim,6
david,male,23,R0606,male,24.6,sexdim,5
frederik,male,32,R0606,male,24.6,sexdim,5
gabriel,male,24,R0606,male,24.6,sexdim,4
herbert,male,23,R0606,male,24.6,sexdim,4
herman,male,33,R0606,male,24.6,sexdim,5
hynek,male,25,R0606,male,24.6,sexdim,3
igor,male,23,R0606,male,24.6,sexdim,4
ivan,male,27,R0606,male,24.6,sexdim,6
ivan2,male,27,R0606,male,24.6,sexdim,5
jan,male,23,R0606,male,24.6,sexdim,5
josef,male,20,R0606,male,24.6,sexdim,4
justin,male,19,R0606,male,24.6,sexdim,4
kamil,male,22,R0606,male,24.6,sexdim,4
kazimir,male,23,R0606,male,24.6,sexdim,3
kristian,male,32,R0606,male,24.6,sexdim,5
lumir,male,20,R0606,male,24.6,sexdim,5
mike,male,24,R0606,male,24.6,sexdim,6
mikulas,male,27,R0606,male,24.6,sexdim,4
milos,male,23,R0606,male,24.6,sexdim,5
miroslav,male,22,R0606,male,24.6,sexdim,3
miroslav1,male,27,R0606,male,24.6,sexdim,6
mojmir,male,20,R0606,male,24.6,sexdim,5
oldrich,male,31,R0606,male,24.6,sexdim,4
oleg,male,30,R0606,male,24.6,sexdim,7
patrik,male,26,R0606,male,24.6,sexdim,5
petrb,male,27,R0606,male,24.6,sexdim,6
pravoslav,male,26,R0606,male,24.6,sexdim,3
rehor,male,20,R0606,male,24.6,sexdim,6
robin,male,18,R0606,male,24.6,sexdim,3
rudolf,male,22,R0606,male,24.6,sexdim,5
slavomir,male,28,R0606,male,24.6,sexdim,5
stefan,male,22,R0606,male,24.6,sexdim,3
svatopluk,male,21,R0606,male,24.6,sexdim,3
tomas,male,22,R0606,male,24.6,sexdim,5
tomasi,male,19,R0606,male,24.6,sexdim,2
vincent,male,18,R0606,male,24.6,sexdim,3
vladislav,male,20,R0606,male,24.6,sexdim,3
vlastimil,male,23,R0606,male,24.6,sexdim,4
alex,male,20,R0607,male,22.1,sexdim,2
alexander,male,20,R0607,male,22.1,sexdim,2
alfred,male,30,R0607,male,22.1,sexdim,4
ambroz,male,29,R0607,male,22.1,sexdim,3
arnold,male,26,R0607,male,22.1,sexdim,2
arpad,male,26,R0607,male,22.1,sexdim,4
bedrich,male,19,R0607,male,22.1,sexdim,2
blazej,male,22,R0607,male,22.1,sexdim,6
bretislav,male,30,R0607,male,22.1,sexdim,4
cestmir,male,27,R0607,male,22.1,sexdim,4
ctirad,male,25,R0607,male,22.1,sexdim,6
dalimil,male,26,R0607,male,22.1,sexdim,3
david,male,23,R0607,male,22.1,sexdim,3
frederik,male,32,R0607,male,22.1,sexdim,4
gabriel,male,24,R0607,male,22.1,sexdim,3
herbert,male,23,R0607,male,22.1,sexdim,4
herman,male,33,R0607,male,22.1,sexdim,3
hynek,male,25,R0607,male,22.1,sexdim,3
igor,male,23,R0607,male,22.1,sexdim,4
ivan,male,27,R0607,male,22.1,sexdim,4
ivan2,male,27,R0607,male,22.1,sexdim,4
jan,male,23,R0607,male,22.1,sexdim,5
josef,male,20,R0607,male,22.1,sexdim,3
justin,male,19,R0607,male,22.1,sexdim,1
kamil,male,22,R0607,male,22.1,sexdim,2
kazimir,male,23,R0607,male,22.1,sexdim,2
kristian,male,32,R0607,male,22.1,sexdim,3
lumir,male,20,R0607,male,22.1,sexdim,4
mike,male,24,R0607,male,22.1,sexdim,4
mikulas,male,27,R0607,male,22.1,sexdim,3
milos,male,23,R0607,male,22.1,sexdim,3
miroslav,male,22,R0607,male,22.1,sexdim,1
miroslav1,male,27,R0607,male,22.1,sexdim,3
mojmir,male,20,R0607,male,22.1,sexdim,3
oldrich,male,31,R0607,male,22.1,sexdim,3
oleg,male,30,R0607,male,22.1,sexdim,4
patrik,male,26,R0607,male,22.1,sexdim,4
petrb,male,27,R0607,male,22.1,sexdim,3
pravoslav,male,26,R0607,male,22.1,sexdim,3
rehor,male,20,R0607,male,22.1,sexdim,4
robin,male,18,R0607,male,22.1,sexdim,2
rudolf,male,22,R0607,male,22.1,sexdim,3
slavomir,male,28,R0607,male,22.1,sexdim,5
stefan,male,22,R0607,male,22.1,sexdim,2
svatopluk,male,21,R0607,male,22.1,sexdim,4
tomas,male,22,R0607,male,22.1,sexdim,1
tomasi,male,19,R0607,male,22.1,sexdim,3
vincent,male,18,R0607,male,22.1,sexdim,2
vladislav,male,20,R0607,male,22.1,sexdim,3
vlastimil,male,23,R0607,male,22.1,sexdim,2
alex,male,20,R0608,male,20.6,sexdim,3
alexander,male,20,R0608,male,20.6,sexdim,3
alfred,male,30,R0608,male,20.6,sexdim,4
ambroz,male,29,R0608,male,20.6,sexdim,3
arnold,male,26,R0608,male,20.6,sexdim,4
arpad,male,26,R0608,male,20.6,sexdim,4
bedrich,male,19,R0608,male,20.6,sexdim,5
blazej,male,22,R0608,male,20.6,sexdim,6
bretislav,male,30,R0608,male,20.6,sexdim,4
cestmir,male,27,R0608,male,20.6,sexdim,4
ctirad,male,25,R0608,male,20.6,sexdim,5
dalimil,male,26,R0608,male,20.6,sexdim,5
david,male,23,R0608,male,20.6,sexdim,5
frederik,male,32,R0608,male,20.6,sexdim,4
gabriel,male,24,R0608,male,20.6,sexdim,5
herbert,male,23,R0608,male,20.6,sexdim,4
herman,male,33,R0608,male,20.6,sexdim,6
hynek,male,25,R0608,male,20.6,sexdim,3
igor,male,23,R0608,male,20.6,sexdim,5
ivan,male,27,R0608,male,20.6,sexdim,5
ivan2,male,27,R0608,male,20.6,sexdim,4
jan,male,23,R0608,male,20.6,sexdim,5
josef,male,20,R0608,male,20.6,sexdim,4
justin,male,19,R0608,male,20.6,sexdim,2
kamil,male,22,R0608,male,20.6,sexdim,4
kazimir,male,23,R0608,male,20.6,sexdim,3
kristian,male,32,R0608,male,20.6,sexdim,6
lumir,male,20,R0608,male,20.6,sexdim,5
mike,male,24,R0608,male,20.6,sexdim,5
mikulas,male,27,R0608,male,20.6,sexdim,3
milos,male,23,R0608,male,20.6,sexdim,4
miroslav,male,22,R0608,male,20.6,sexdim,3
miroslav1,male,27,R0608,male,20.6,sexdim,4
mojmir,male,20,R0608,male,20.6,sexdim,5
oldrich,male,31,R0608,male,20.6,sexdim,6
oleg,male,30,R0608,male,20.6,sexdim,5
patrik,male,26,R0608,male,20.6,sexdim,5
petrb,male,27,R0608,male,20.6,sexdim,5
pravoslav,male,26,R0608,male,20.6,sexdim,4
rehor,male,20,R0608,male,20.6,sexdim,3
robin,male,18,R0608,male,20.6,sexdim,3
rudolf,male,22,R0608,male,20.6,sexdim,4
slavomir,male,28,R0608,male,20.6,sexdim,4
stefan,male,22,R0608,male,20.6,sexdim,3
svatopluk,male,21,R0608,male,20.6,sexdim,3
tomas,male,22,R0608,male,20.6,sexdim,4
tomasi,male,19,R0608,male,20.6,sexdim,4
vincent,male,18,R0608,male,20.6,sexdim,3
vladislav,male,20,R0608,male,20.6,sexdim,3
vlastimil,male,23,R0608,male,20.6,sexdim,4
alex,male,20,R0609,male,37.1,sexdim,5
alexander,male,20,R0609,male,37.1,sexdim,4
alfred,male,30,R0609,male,37.1,sexdim,5
ambroz,male,29,R0609,male,37.1,sexdim,4
arnold,male,26,R0609,male,37.1,sexdim,5
arpad,male,26,R0609,male,37.1,sexdim,6
bedrich,male,19,R0609,male,37.1,sexdim,5
blazej,male,22,R0609,male,37.1,sexdim,6
bretislav,male,30,R0609,male,37.1,sexdim,5
cestmir,male,27,R0609,male,37.1,sexdim,6
ctirad,male,25,R0609,male,37.1,sexdim,5
dalimil,male,26,R0609,male,37.1,sexdim,6
david,male,23,R0609,male,37.1,sexdim,6
frederik,male,32,R0609,male,37.1,sexdim,5
gabriel,male,24,R0609,male,37.1,sexdim,5
herbert,male,23,R0609,male,37.1,sexdim,6
herman,male,33,R0609,male,37.1,sexdim,3
hynek,male,25,R0609,male,37.1,sexdim,3
igor,male,23,R0609,male,37.1,sexdim,5
ivan,male,27,R0609,male,37.1,sexdim,5
ivan2,male,27,R0609,male,37.1,sexdim,5
jan,male,23,R0609,male,37.1,sexdim,6
josef,male,20,R0609,male,37.1,sexdim,4
justin,male,19,R0609,male,37.1,sexdim,4
kamil,male,22,R0609,male,37.1,sexdim,4
kazimir,male,23,R0609,male,37.1,sexdim,4
kristian,male,32,R0609,male,37.1,sexdim,6
lumir,male,20,R0609,male,37.1,sexdim,5
mike,male,24,R0609,male,37.1,sexdim,5
mikulas,male,27,R0609,male,37.1,sexdim,5
milos,male,23,R0609,male,37.1,sexdim,6
miroslav,male,22,R0609,male,37.1,sexdim,4
miroslav1,male,27,R0609,male,37.1,sexdim,5
mojmir,male,20,R0609,male,37.1,sexdim,4
oldrich,male,31,R0609,male,37.1,sexdim,5
oleg,male,30,R0609,male,37.1,sexdim,5
patrik,male,26,R0609,male,37.1,sexdim,4
petrb,male,27,R0609,male,37.1,sexdim,7
pravoslav,male,26,R0609,male,37.1,sexdim,4
rehor,male,20,R0609,male,37.1,sexdim,5
robin,male,18,R0609,male,37.1,sexdim,3
rudolf,male,22,R0609,male,37.1,sexdim,5
slavomir,male,28,R0609,male,37.1,sexdim,5
stefan,male,22,R0609,male,37.1,sexdim,5
svatopluk,male,21,R0609,male,37.1,sexdim,3
tomas,male,22,R0609,male,37.1,sexdim,5
tomasi,male,19,R0609,male,37.1,sexdim,7
vincent,male,18,R0609,male,37.1,sexdim,6
vladislav,male,20,R0609,male,37.1,sexdim,3
vlastimil,male,23,R0609,male,37.1,sexdim,3
alex,male,20,R0610,male,27.1,sexdim,2
alexander,male,20,R0610,male,27.1,sexdim,2
alfred,male,30,R0610,male,27.1,sexdim,7
ambroz,male,29,R0610,male,27.1,sexdim,1
arnold,male,26,R0610,male,27.1,sexdim,2
arpad,male,26,R0610,male,27.1,sexdim,5
bedrich,male,19,R0610,male,27.1,sexdim,4
blazej,male,22,R0610,male,27.1,sexdim,6
bretislav,male,30,R0610,male,27.1,sexdim,5
cestmir,male,27,R0610,male,27.1,sexdim,4
ctirad,male,25,R0610,male,27.1,sexdim,4
dalimil,male,26,R0610,male,27.1,sexdim,6
david,male,23,R0610,male,27.1,sexdim,7
frederik,male,32,R0610,male,27.1,sexdim,7
gabriel,male,24,R0610,male,27.1,sexdim,4
herbert,male,23,R0610,male,27.1,sexdim,2
herman,male,33,R0610,male,27.1,sexdim,4
hynek,male,25,R0610,male,27.1,sexdim,5
igor,male,23,R0610,male,27.1,sexdim,7
ivan,male,27,R0610,male,27.1,sexdim,2
ivan2,male,27,R0610,male,27.1,sexdim,3
jan,male,23,R0610,male,27.1,sexdim,6
josef,male,20,R0610,male,27.1,sexdim,1
justin,male,19,R0610,male,27.1,sexdim,2
kamil,male,22,R0610,male,27.1,sexdim,3
kazimir,male,23,R0610,male,27.1,sexdim,1
kristian,male,32,R0610,male,27.1,sexdim,4
lumir,male,20,R0610,male,27.1,sexdim,4
mike,male,24,R0610,male,27.1,sexdim,4
mikulas,male,27,R0610,male,27.1,sexdim,3
milos,male,23,R0610,male,27.1,sexdim,2
miroslav,male,22,R0610,male,27.1,sexdim,2
miroslav1,male,27,R0610,male,27.1,sexdim,5
mojmir,male,20,R0610,male,27.1,sexdim,3
oldrich,male,31,R0610,male,27.1,sexdim,4
oleg,male,30,R0610,male,27.1,sexdim,1
patrik,male,26,R0610,male,27.1,sexdim,4
petrb,male,27,R0610,male,27.1,sexdim,5
pravoslav,male,26,R0610,male,27.1,sexdim,3
rehor,male,20,R0610,male,27.1,sexdim,4
robin,male,18,R0610,male,27.1,sexdim,1
rudolf,male,22,R0610,male,27.1,sexdim,6
slavomir,male,28,R0610,male,27.1,sexdim,6
stefan,male,22,R0610,male,27.1,sexdim,3
svatopluk,male,21,R0610,male,27.1,sexdim,1
tomas,male,22,R0610,male,27.1,sexdim,3
tomasi,male,19,R0610,male,27.1,sexdim,2
vincent,male,18,R0610,male,27.1,sexdim,4
vladislav,male,20,R0610,male,27.1,sexdim,3
vlastimil,male,23,R0610,male,27.1,sexdim,2
alex,male,20,R0611,male,25.6,sexdim,3
alexander,male,20,R0611,male,25.6,sexdim,2
alfred,male,30,R0611,male,25.6,sexdim,4
ambroz,male,29,R0611,male,25.6,sexdim,3
arnold,male,26,R0611,male,25.6,sexdim,4
arpad,male,26,R0611,male,25.6,sexdim,3
bedrich,male,19,R0611,male,25.6,sexdim,3
blazej,male,22,R0611,male,25.6,sexdim,4
bretislav,male,30,R0611,male,25.6,sexdim,4
cestmir,male,27,R0611,male,25.6,sexdim,4
ctirad,male,25,R0611,male,25.6,sexdim,5
dalimil,male,26,R0611,male,25.6,sexdim,4
david,male,23,R0611,male,25.6,sexdim,4
frederik,male,32,R0611,male,25.6,sexdim,3
gabriel,male,24,R0611,male,25.6,sexdim,3
herbert,male,23,R0611,male,25.6,sexdim,3
herman,male,33,R0611,male,25.6,sexdim,4
hynek,male,25,R0611,male,25.6,sexdim,3
igor,male,23,R0611,male,25.6,sexdim,4
ivan,male,27,R0611,male,25.6,sexdim,4
ivan2,male,27,R0611,male,25.6,sexdim,3
jan,male,23,R0611,male,25.6,sexdim,5
josef,male,20,R0611,male,25.6,sexdim,3
justin,male,19,R0611,male,25.6,sexdim,3
kamil,male,22,R0611,male,25.6,sexdim,3
kazimir,male,23,R0611,male,25.6,sexdim,3
kristian,male,32,R0611,male,25.6,sexdim,4
lumir,male,20,R0611,male,25.6,sexdim,3
mike,male,24,R0611,male,25.6,sexdim,3
mikulas,male,27,R0611,male,25.6,sexdim,3
milos,male,23,R0611,male,25.6,sexdim,3
miroslav,male,22,R0611,male,25.6,sexdim,3
miroslav1,male,27,R0611,male,25.6,sexdim,4
mojmir,male,20,R0611,male,25.6,sexdim,4
oldrich,male,31,R0611,male,25.6,sexdim,3
oleg,male,30,R0611,male,25.6,sexdim,4
patrik,male,26,R0611,male,25.6,sexdim,4
petrb,male,27,R0611,male,25.6,sexdim,5
pravoslav,male,26,R0611,male,25.6,sexdim,4
rehor,male,20,R0611,male,25.6,sexdim,4
robin,male,18,R0611,male,25.6,sexdim,3
rudolf,male,22,R0611,male,25.6,sexdim,4
slavomir,male,28,R0611,male,25.6,sexdim,4
stefan,male,22,R0611,male,25.6,sexdim,3
svatopluk,male,21,R0611,male,25.6,sexdim,3
tomas,male,22,R0611,male,25.6,sexdim,3
tomasi,male,19,R0611,male,25.6,sexdim,4
vincent,male,18,R0611,male,25.6,sexdim,4
vladislav,male,20,R0611,male,25.6,sexdim,3
vlastimil,male,23,R0611,male,25.6,sexdim,3
alex,male,20,R0612,male,22.7,sexdim,4
alexander,male,20,R0612,male,22.7,sexdim,4
alfred,male,30,R0612,male,22.7,sexdim,6
ambroz,male,29,R0612,male,22.7,sexdim,5
arnold,male,26,R0612,male,22.7,sexdim,4
arpad,male,26,R0612,male,22.7,sexdim,4
bedrich,male,19,R0612,male,22.7,sexdim,4
blazej,male,22,R0612,male,22.7,sexdim,5
bretislav,male,30,R0612,male,22.7,sexdim,4
cestmir,male,27,R0612,male,22.7,sexdim,5
ctirad,male,25,R0612,male,22.7,sexdim,5
dalimil,male,26,R0612,male,22.7,sexdim,5
david,male,23,R0612,male,22.7,sexdim,6
frederik,male,32,R0612,male,22.7,sexdim,5
gabriel,male,24,R0612,male,22.7,sexdim,4
herbert,male,23,R0612,male,22.7,sexdim,3
herman,male,33,R0612,male,22.7,sexdim,6
hynek,male,25,R0612,male,22.7,sexdim,3
igor,male,23,R0612,male,22.7,sexdim,4
ivan,male,27,R0612,male,22.7,sexdim,4
ivan2,male,27,R0612,male,22.7,sexdim,5
jan,male,23,R0612,male,22.7,sexdim,4
josef,male,20,R0612,male,22.7,sexdim,4
justin,male,19,R0612,male,22.7,sexdim,3
